1	YDR381W	Subgragh: 1.1519681E7		Degree: 140.0		Eigenvector: 0.17809933		Information: 3.3725142		LAC: 1.8285714		Betweenness: 992069.8		Closeness: 0.006671958		Network: 21.147211		
15	YPR108W	Subgragh: 7262222.5		Degree: 20.0		Eigenvector: 0.17386022		Information: 2.9672604		LAC: 14.7		Betweenness: 2225.5334		Closeness: 0.0066267853		Network: 17.132269		
16	YFR052W	Subgragh: 6890174.5		Degree: 30.0		Eigenvector: 0.17044365		Information: 3.108804		LAC: 8.6		Betweenness: 58127.445		Closeness: 0.006635372		Network: 14.519867		
17	YKL145W	Subgragh: 6208345.0		Degree: 17.0		Eigenvector: 0.16127379		Information: 2.8990388		LAC: 14.235294		Betweenness: 1279.6187		Closeness: 0.006630336		Network: 15.3125		
18	YBL003C	Subgragh: 6097101.5		Degree: 87.0		Eigenvector: 0.117411725		Information: 3.324662		LAC: 3.724138		Betweenness: 404617.84		Closeness: 0.006665353		Network: 23.262566		
19	YOR259C	Subgragh: 5746905.0		Degree: 16.0		Eigenvector: 0.15520944		Information: 2.8718333		LAC: 14.0		Betweenness: 1132.3192		Closeness: 0.0066293655		Network: 14.933333		
20	YOR117W	Subgragh: 4869027.0		Degree: 15.0		Eigenvector: 0.14278702		Information: 2.841882		LAC: 12.4		Betweenness: 627.6657		Closeness: 0.0066268183		Network: 13.380953		
21	YDR394W	Subgragh: 4869027.0		Degree: 15.0		Eigenvector: 0.14278702		Information: 2.841882		LAC: 12.4		Betweenness: 627.6657		Closeness: 0.0066268183		Network: 13.380953		
22	YLR429W	Subgragh: 3966027.2		Degree: 72.0		Eigenvector: 0.115728304		Information: 3.2990813		LAC: 3.0277777		Betweenness: 499217.97		Closeness: 0.0066692284		Network: 14.401704		
23	YDR174W	Subgragh: 3924198.8		Degree: 55.0		Eigenvector: 0.09749288		Information: 3.2544205		LAC: 3.1272728		Betweenness: 214444.23		Closeness: 0.0066626784		Network: 10.472796		
24	YEL037C	Subgragh: 3692116.2		Degree: 32.0		Eigenvector: 0.13126591		Information: 3.1278868		LAC: 4.375		Betweenness: 91533.97		Closeness: 0.0066488073		Network: 8.226606		
25	YLR150W	Subgragh: 3463056.0		Degree: 75.0		Eigenvector: 0.09251104		Information: 3.30493		LAC: 1.04		Betweenness: 446007.25		Closeness: 0.0066631436		Network: 5.4658184		
26	YPR161C	Subgragh: 3407084.2		Degree: 61.0		Eigenvector: 0.094762854		Information: 3.2728112		LAC: 2.2950819		Betweenness: 299665.03		Closeness: 0.0066642566		Network: 10.535492		
27	YDL014W	Subgragh: 3282286.5		Degree: 66.0		Eigenvector: 0.09703037		Information: 3.2857344		LAC: 2.939394		Betweenness: 214457.92		Closeness: 0.006658712		Network: 16.131863		
28	YGR232W	Subgragh: 3214741.0		Degree: 13.0		Eigenvector: 0.11612091		Information: 2.7715826		LAC: 9.384615		Betweenness: 11959.349		Closeness: 0.0066286423		Network: 10.166667		
29	YDR388W	Subgragh: 2211502.2		Degree: 76.0		Eigenvector: 0.089700624		Information: 3.3068051		LAC: 1.6315789		Betweenness: 410325.72		Closeness: 0.006661566		Network: 13.421188		
30	YMR229C	Subgragh: 2149627.0		Degree: 38.0		Eigenvector: 0.07601082		Information: 3.1741264		LAC: 4.368421		Betweenness: 58641.586		Closeness: 0.0066560255		Network: 12.093879		
31	YLR421C	Subgragh: 2038243.1		Degree: 9.0		Eigenvector: 0.09224595		Information: 2.56838		LAC: 8.0		Betweenness: 0.0		Closeness: 0.006620614		Network: 9.0		
32	YBL002W	Subgragh: 2031543.1		Degree: 39.0		Eigenvector: 0.06678414		Information: 3.1805503		LAC: 4.6153846		Betweenness: 59704.99		Closeness: 0.006653209		Network: 13.60758		
33	YBR009C	Subgragh: 1818947.2		Degree: 36.0		Eigenvector: 0.06292539		Information: 3.1602068		LAC: 5.5555553		Betweenness: 75367.24		Closeness: 0.006652994		Network: 12.035867		
34	YJL033W	Subgragh: 1552662.6		Degree: 23.0		Eigenvector: 0.06484834		Information: 3.020576		LAC: 2.4347825		Betweenness: 78290.05		Closeness: 0.0066610514		Network: 3.4068267		
35	YOR294W	Subgragh: 1513992.5		Degree: 42.0		Eigenvector: 0.074675724		Information: 3.1983256		LAC: 2.0		Betweenness: 102883.44		Closeness: 0.006645171		Network: 5.8503723		
36	YGL207W	Subgragh: 1354734.5		Degree: 44.0		Eigenvector: 0.055732965		Information: 3.2089255		LAC: 4.090909		Betweenness: 234766.2		Closeness: 0.006658911		Network: 12.645808		
37	YKR048C	Subgragh: 1246767.5		Degree: 43.0		Eigenvector: 0.05511826		Information: 3.2037182		LAC: 1.9534883		Betweenness: 185672.9		Closeness: 0.0066611012		Network: 7.822735		
38	YBR010W	Subgragh: 1206808.2		Degree: 36.0		Eigenvector: 0.05143526		Information: 3.1602068		LAC: 3.2777777		Betweenness: 130564.62		Closeness: 0.0066541866		Network: 8.332448		
39	YPL001W	Subgragh: 1163153.2		Degree: 28.0		Eigenvector: 0.051087443		Information: 3.0875142		LAC: 4.428571		Betweenness: 73655.74		Closeness: 0.0066542197		Network: 10.226868		
40	YNL031C	Subgragh: 1056135.8		Degree: 26.0		Eigenvector: 0.049304243		Information: 3.0633729		LAC: 5.1538463		Betweenness: 75394.71		Closeness: 0.006653971		Network: 8.283485		
41	YLR455W	Subgragh: 964956.3		Degree: 19.0		Eigenvector: 0.049228966		Information: 2.9464574		LAC: 2.2105262		Betweenness: 27693.764		Closeness: 0.0066497005		Network: 3.0362484		
42	YCR009C	Subgragh: 879652.44		Degree: 22.0		Eigenvector: 0.054333694		Information: 3.004145		LAC: 3.3636363		Betweenness: 40233.395		Closeness: 0.006653971		Network: 6.666643		
43	YHR118C	Subgragh: 864476.3		Degree: 16.0		Eigenvector: 0.04522559		Information: 2.8718333		LAC: 5.375		Betweenness: 11502.004		Closeness: 0.0066476166		Network: 7.6308804		
44	YML069W	Subgragh: 843168.6		Degree: 31.0		Eigenvector: 0.043945927		Information: 3.1186352		LAC: 4.387097		Betweenness: 103324.24		Closeness: 0.0066529443		Network: 9.536524		
45	YOR206W	Subgragh: 810643.75		Degree: 20.0		Eigenvector: 0.04589444		Information: 2.9672604		LAC: 4.8		Betweenness: 21957.25		Closeness: 0.006646195		Network: 7.5988407		
46	YDL095W	Subgragh: 783011.0		Degree: 26.0		Eigenvector: 0.04564717		Information: 3.0633729		LAC: 1.0769231		Betweenness: 93747.766		Closeness: 0.0066549485		Network: 1.416923		
47	YAL027W	Subgragh: 701061.8		Degree: 19.0		Eigenvector: 0.04598391		Information: 2.9464574		LAC: 2.1052632		Betweenness: 41842.395		Closeness: 0.006654402		Network: 3.7889822		
48	YGL252C	Subgragh: 673920.1		Degree: 15.0		Eigenvector: 0.04321977		Information: 2.841882		LAC: 1.7333333		Betweenness: 56904.43		Closeness: 0.0066570533		Network: 1.9484127		
49	YOR209C	Subgragh: 670898.06		Degree: 8.0		Eigenvector: 0.05279265		Information: 2.4971766		LAC: 2.5		Betweenness: 5941.866		Closeness: 0.0066093835		Network: 2.857143		
50	YGL106W	Subgragh: 627461.7		Degree: 49.0		Eigenvector: 0.048402097		Information: 3.2319407		LAC: 2.6122448		Betweenness: 210958.3		Closeness: 0.006652133		Network: 16.562328		
51	YCR043C	Subgragh: 611244.44		Degree: 13.0		Eigenvector: 0.040677067		Information: 2.7715826		LAC: 2.3076923		Betweenness: 15350.061		Closeness: 0.0066503785		Network: 2.5		
52	YKR081C	Subgragh: 607309.1		Degree: 24.0		Eigenvector: 0.04062412		Information: 3.0358486		LAC: 2.1666667		Betweenness: 21563.703		Closeness: 0.0066418685		Network: 3.3398163		
53	YPL004C	Subgragh: 584612.7		Degree: 31.0		Eigenvector: 0.04684684		Information: 3.1186352		LAC: 2.3225806		Betweenness: 95390.15		Closeness: 0.0066527454		Network: 5.917789		
54	YBL093C	Subgragh: 574084.8		Degree: 19.0		Eigenvector: 0.025949089		Information: 2.9464574		LAC: 9.789474		Betweenness: 37251.48		Closeness: 0.006645171		Network: 11.89969		
55	YDL060W	Subgragh: 567677.0		Degree: 18.0		Eigenvector: 0.03764395		Information: 2.9237943		LAC: 2.4444444		Betweenness: 20118.883		Closeness: 0.0066502793		Network: 4.066166		
56	YLR175W	Subgragh: 540584.4		Degree: 30.0		Eigenvector: 0.03727843		Information: 3.108804		LAC: 2.6666667		Betweenness: 48651.113		Closeness: 0.006647534		Network: 7.56983		
57	YIL070C	Subgragh: 535726.6		Degree: 42.0		Eigenvector: 0.035278603		Information: 3.1983256		LAC: 3.5238094		Betweenness: 172830.97		Closeness: 0.006652547		Network: 14.642818		
58	YIL035C	Subgragh: 533153.94		Degree: 40.0		Eigenvector: 0.034925513		Information: 3.186731		LAC: 2.65		Betweenness: 147558.97		Closeness: 0.006652911		Network: 9.600339		
59	YOL051W	Subgragh: 532703.3		Degree: 21.0		Eigenvector: 0.019585116		Information: 2.9864297		LAC: 11.238095		Betweenness: 25265.422		Closeness: 0.0066367066		Network: 15.285756		
60	YGR086C	Subgragh: 525332.4		Degree: 39.0		Eigenvector: 0.045009114		Information: 3.1805503		LAC: 2.2051282		Betweenness: 119563.305		Closeness: 0.0066498825		Network: 7.978771		
61	YNL088W	Subgragh: 515591.78		Degree: 13.0		Eigenvector: 0.03445215		Information: 2.7715826		LAC: 2.7692308		Betweenness: 41796.184		Closeness: 0.0066519673		Network: 3.2777777		
62	YAL007C	Subgragh: 515279.84		Degree: 17.0		Eigenvector: 0.03470563		Information: 2.8990388		LAC: 1.6470588		Betweenness: 27720.021		Closeness: 0.006646311		Network: 3.5902777		
63	YGL173C	Subgragh: 504586.1		Degree: 24.0		Eigenvector: 0.036482207		Information: 3.0358486		LAC: 3.4166667		Betweenness: 86196.11		Closeness: 0.0066542528		Network: 7.547375		
64	YLR197W	Subgragh: 493972.3		Degree: 30.0		Eigenvector: 0.035756372		Information: 3.108804		LAC: 2.3333333		Betweenness: 49835.242		Closeness: 0.0066475673		Network: 5.206946		
65	YER022W	Subgragh: 485303.72		Degree: 23.0		Eigenvector: 0.013220318		Information: 3.020576		LAC: 11.652174		Betweenness: 7573.6		Closeness: 0.0066233044		Network: 18.514399		
66	YGL127C	Subgragh: 485280.72		Degree: 20.0		Eigenvector: 0.016690746		Information: 2.9672604		LAC: 11.9		Betweenness: 13999.203		Closeness: 0.0066334456		Network: 15.858697		
67	YGR090W	Subgragh: 484280.25		Degree: 22.0		Eigenvector: 0.03469982		Information: 3.004145		LAC: 2.0		Betweenness: 46742.816		Closeness: 0.0066464264		Network: 3.7658846		
68	YIL076W	Subgragh: 483700.6		Degree: 18.0		Eigenvector: 0.033787645		Information: 2.9237943		LAC: 2.2222223		Betweenness: 67852.1		Closeness: 0.0066476166		Network: 4.8748116		
69	YPR168W	Subgragh: 475933.2		Degree: 22.0		Eigenvector: 0.014502455		Information: 3.004145		LAC: 11.454545		Betweenness: 14159.861		Closeness: 0.0066308784		Network: 16.946135		
70	YNL308C	Subgragh: 475374.2		Degree: 14.0		Eigenvector: 0.03495816		Information: 2.8086178		LAC: 4.0		Betweenness: 6063.289		Closeness: 0.006645749		Network: 5.3260684		
71	YGR104C	Subgragh: 470388.16		Degree: 26.0		Eigenvector: 0.01744022		Information: 3.0633729		LAC: 8.076923		Betweenness: 32762.846		Closeness: 0.006634697		Network: 14.74966		
72	YNL030W	Subgragh: 453753.44		Degree: 14.0		Eigenvector: 0.030823477		Information: 2.8086178		LAC: 5.714286		Betweenness: 4236.7163		Closeness: 0.006643486		Network: 6.9967947		
73	YLR022C	Subgragh: 449959.66		Degree: 12.0		Eigenvector: 0.033082873		Information: 2.7300434		LAC: 0.8333333		Betweenness: 30875.979		Closeness: 0.0066494853		Network: 0.90909094		
74	YGL213C	Subgragh: 436548.1		Degree: 16.0		Eigenvector: 0.03401761		Information: 2.8718333		LAC: 2.125		Betweenness: 27789.021		Closeness: 0.0066477326		Network: 3.9423077		
75	YNR051C	Subgragh: 432756.8		Degree: 14.0		Eigenvector: 0.03413006		Information: 2.8086178		LAC: 1.8571428		Betweenness: 19822.066		Closeness: 0.0066496506		Network: 2.297375		
76	YBR193C	Subgragh: 430170.47		Degree: 21.0		Eigenvector: 0.016032869		Information: 2.9864297		LAC: 9.619047		Betweenness: 25645.018		Closeness: 0.006634697		Network: 13.376465		
77	YBR060C	Subgragh: 427442.47		Degree: 11.0		Eigenvector: 0.031235602		Information: 2.683129		LAC: 5.818182		Betweenness: 2514.9001		Closeness: 0.006639361		Network: 6.938095		
78	YDR365C	Subgragh: 426407.3		Degree: 20.0		Eigenvector: 0.034888048		Information: 2.9672604		LAC: 1.4		Betweenness: 73390.85		Closeness: 0.006649783		Network: 3.9444444		
79	YOR174W	Subgragh: 423952.78		Degree: 23.0		Eigenvector: 0.012263331		Information: 3.020576		LAC: 9.826087		Betweenness: 26019.05		Closeness: 0.006620876		Network: 14.866463		
80	YLR320W	Subgragh: 420029.66		Degree: 15.0		Eigenvector: 0.031694844		Information: 2.841882		LAC: 0.93333334		Betweenness: 25530.682		Closeness: 0.0066483608		Network: 1.0		
81	YIR012W	Subgragh: 419767.84		Degree: 5.0		Eigenvector: 0.042056974		Information: 2.1931298		LAC: 2.4		Betweenness: 1370.7725		Closeness: 0.0066111		Network: 3.0		
82	YCR008W	Subgragh: 404542.62		Degree: 18.0		Eigenvector: 0.035598658		Information: 2.9237943		LAC: 2.1111112		Betweenness: 40357.617		Closeness: 0.006649088		Network: 2.3366013		
83	YIL043C	Subgragh: 401216.25		Degree: 18.0		Eigenvector: 0.031316776		Information: 2.9237943		LAC: 0.11111111		Betweenness: 57301.32		Closeness: 0.006651405		Network: 0.11764706		
84	YER116C	Subgragh: 396596.34		Degree: 10.0		Eigenvector: 0.031676617		Information: 2.6297398		LAC: 1.8		Betweenness: 7861.9536		Closeness: 0.0066474015		Network: 2.288889		
85	YDL208W	Subgragh: 386110.84		Degree: 18.0		Eigenvector: 0.03067101		Information: 2.9237943		LAC: 2.4444444		Betweenness: 36626.613		Closeness: 0.006643899		Network: 5.2744846		
86	YDL182W	Subgragh: 384640.4		Degree: 18.0		Eigenvector: 0.03085562		Information: 2.9237943		LAC: 0.5555556		Betweenness: 56780.72		Closeness: 0.006650097		Network: 0.60084033		
87	YMR191W	Subgragh: 382730.88		Degree: 5.0		Eigenvector: 0.04012251		Information: 2.1931298		LAC: 2.4		Betweenness: 991.649		Closeness: 0.0066079623		Network: 3.0		
88	YGL120C	Subgragh: 377515.94		Degree: 17.0		Eigenvector: 0.031256616		Information: 2.8990388		LAC: 2.235294		Betweenness: 45135.24		Closeness: 0.0066474346		Network: 4.559203		
89	YAL001C	Subgragh: 376955.25		Degree: 13.0		Eigenvector: 0.042832244		Information: 2.7715826		LAC: 1.5384616		Betweenness: 46347.082		Closeness: 0.0066417363		Network: 3.852814		
90	YPR070W	Subgragh: 375349.47		Degree: 17.0		Eigenvector: 0.0114598		Information: 2.8990388		LAC: 12.470589		Betweenness: 377.14523		Closeness: 0.0066182697		Network: 14.988257		
91	YHR121W	Subgragh: 374697.94		Degree: 41.0		Eigenvector: 0.02973135		Information: 3.192679		LAC: 0.19512194		Betweenness: 182308.9		Closeness: 0.006651421		Network: 0.49954212		
92	YML065W	Subgragh: 371504.47		Degree: 12.0		Eigenvector: 0.028990678		Information: 2.7300434		LAC: 5.8333335		Betweenness: 3029.773		Closeness: 0.006641984		Network: 7.388312		
93	YPL146C	Subgragh: 367435.1		Degree: 18.0		Eigenvector: 0.030258931		Information: 2.9237943		LAC: 1.7777778		Betweenness: 35413.934		Closeness: 0.006648526		Network: 2.513072		
94	YLR398C	Subgragh: 350077.88		Degree: 14.0		Eigenvector: 0.0296971		Information: 2.8086178		LAC: 2.5714285		Betweenness: 21108.932		Closeness: 0.00664684		Network: 4.3		
95	YHL034C	Subgragh: 347736.03		Degree: 11.0		Eigenvector: 0.029116537		Information: 2.683129		LAC: 1.6363636		Betweenness: 8930.084		Closeness: 0.00664932		Network: 2.3333333		
96	YHR090C	Subgragh: 345569.3		Degree: 14.0		Eigenvector: 0.028165009		Information: 2.8086178		LAC: 5.142857		Betweenness: 16080.577		Closeness: 0.006647815		Network: 6.753788		
97	YKL018W	Subgragh: 339527.78		Degree: 26.0		Eigenvector: 0.029894805		Information: 3.0633729		LAC: 6.0		Betweenness: 53184.188		Closeness: 0.0066496506		Network: 15.759838		
98	YHR039C	Subgragh: 334061.34		Degree: 8.0		Eigenvector: 0.029134335		Information: 2.4971766		LAC: 1.0		Betweenness: 8291.329		Closeness: 0.0066475007		Network: 1.1428572		
99	YGL200C	Subgragh: 323442.4		Degree: 9.0		Eigenvector: 0.02829928		Information: 2.56838		LAC: 1.7777778		Betweenness: 14330.804		Closeness: 0.0066448897		Network: 2.875		
100	YGL025C	Subgragh: 320818.2		Degree: 16.0		Eigenvector: 0.011447594		Information: 2.8718333		LAC: 11.0		Betweenness: 3920.0833		Closeness: 0.0066228937		Network: 12.564336		
101	YNL209W	Subgragh: 320360.28		Degree: 37.0		Eigenvector: 0.03191925		Information: 3.167365		LAC: 0.7567568		Betweenness: 203916.62		Closeness: 0.0066544185		Network: 2.363961		
102	YNL061W	Subgragh: 310331.7		Degree: 11.0		Eigenvector: 0.028706256		Information: 2.683129		LAC: 3.6363637		Betweenness: 10412.983		Closeness: 0.006639344		Network: 4.4714284		
103	YKR024C	Subgragh: 308681.22		Degree: 8.0		Eigenvector: 0.028933983		Information: 2.4971766		LAC: 3.75		Betweenness: 1026.2537		Closeness: 0.0066381735		Network: 4.4761906		
104	YHR193C	Subgragh: 306440.66		Degree: 13.0		Eigenvector: 0.027039917		Information: 2.7715826		LAC: 1.5384616		Betweenness: 55957.984		Closeness: 0.0066442788		Network: 3.15		
105	YDR108W	Subgragh: 305855.6		Degree: 9.0		Eigenvector: 0.038004458		Information: 2.56838		LAC: 1.1111112		Betweenness: 46250.203		Closeness: 0.006632359		Network: 1.5833334		
106	YDR308C	Subgragh: 305295.94		Degree: 17.0		Eigenvector: 0.010190826		Information: 2.8990388		LAC: 10.0		Betweenness: 10055.753		Closeness: 0.0066143884		Network: 12.86926		
107	YIR001C	Subgragh: 304166.25		Degree: 9.0		Eigenvector: 0.027918141		Information: 2.56838		LAC: 1.3333334		Betweenness: 15523.827		Closeness: 0.0066475505		Network: 1.5		
108	YLL022C	Subgragh: 302561.5		Degree: 17.0		Eigenvector: 0.028082581		Information: 2.8990388		LAC: 2.3529413		Betweenness: 44196.656		Closeness: 0.0066465917		Network: 4.4326925		
109	YPR175W	Subgragh: 300845.25		Degree: 25.0		Eigenvector: 0.026575461		Information: 3.050115		LAC: 1.12		Betweenness: 72018.96		Closeness: 0.0066487244		Network: 3.8736715		
110	YOR061W	Subgragh: 297958.44		Degree: 19.0		Eigenvector: 0.025408052		Information: 2.9464574		LAC: 3.6842105		Betweenness: 42014.727		Closeness: 0.0066475007		Network: 6.8378787		
111	YNR010W	Subgragh: 294715.1		Degree: 16.0		Eigenvector: 0.010572154		Information: 2.8718333		LAC: 9.75		Betweenness: 4930.634		Closeness: 0.006620253		Network: 11.21282		
112	YIL148W	Subgragh: 294389.0		Degree: 29.0		Eigenvector: 0.032122523		Information: 3.0985355		LAC: 0.6896552		Betweenness: 146232.97		Closeness: 0.006655777		Network: 2.180931		
113	YKR092C	Subgragh: 285588.25		Degree: 10.0		Eigenvector: 0.027949711		Information: 2.6297398		LAC: 2.0		Betweenness: 9561.214		Closeness: 0.00664722		Network: 2.2361112		
114	YDR044W	Subgragh: 284052.0		Degree: 14.0		Eigenvector: 0.026371693		Information: 2.8086178		LAC: 0.71428573		Betweenness: 27467.938		Closeness: 0.0066448897		Network: 0.7692308		
115	YNL236W	Subgragh: 282848.6		Degree: 14.0		Eigenvector: 0.010140661		Information: 2.8086178		LAC: 11.142858		Betweenness: 277.10718		Closeness: 0.006617975		Network: 12.179487		
116	YDL040C	Subgragh: 281875.62		Degree: 12.0		Eigenvector: 0.02693458		Information: 2.7300434		LAC: 2.0		Betweenness: 16962.969		Closeness: 0.0066442294		Network: 2.6666667		
117	YMR290C	Subgragh: 281107.06		Degree: 17.0		Eigenvector: 0.026680417		Information: 2.8990388		LAC: 1.6470588		Betweenness: 7858.7246		Closeness: 0.0066370033		Network: 3.4904263		
118	YEL056W	Subgragh: 275289.4		Degree: 18.0		Eigenvector: 0.024002332		Information: 2.9237943		LAC: 3.7777777		Betweenness: 13187.473		Closeness: 0.006637514		Network: 5.751327		
119	YPR162C	Subgragh: 274024.38		Degree: 10.0		Eigenvector: 0.025078319		Information: 2.6297398		LAC: 5.8		Betweenness: 2117.5464		Closeness: 0.0066415053		Network: 6.857143		
120	YBR154C	Subgragh: 272615.28		Degree: 30.0		Eigenvector: 0.009861039		Information: 3.108804		LAC: 9.533334		Betweenness: 28858.236		Closeness: 0.0066251755		Network: 21.533709		
121	YCR028C-A	Subgragh: 271162.2		Degree: 13.0		Eigenvector: 0.02577979		Information: 2.7715826		LAC: 1.3846154		Betweenness: 33108.22		Closeness: 0.006645997		Network: 2.4166667		
122	YDR224C	Subgragh: 267474.53		Degree: 10.0		Eigenvector: 0.023751913		Information: 2.6297398		LAC: 4.6		Betweenness: 2235.1978		Closeness: 0.0066395914		Network: 6.508333		
123	YPL022W	Subgragh: 259722.88		Degree: 11.0		Eigenvector: 0.02784443		Information: 2.683129		LAC: 1.4545455		Betweenness: 18033.8		Closeness: 0.006648708		Network: 2.5		
124	YHR013C	Subgragh: 257613.34		Degree: 13.0		Eigenvector: 0.02576855		Information: 2.7715826		LAC: 1.3846154		Betweenness: 36607.113		Closeness: 0.0066498825		Network: 2.1303031		
125	YER050C	Subgragh: 254267.42		Degree: 32.0		Eigenvector: 0.023130812		Information: 3.1278868		LAC: 5.3125		Betweenness: 92242.875		Closeness: 0.006645138		Network: 16.52416		
126	YAR007C	Subgragh: 254012.78		Degree: 13.0		Eigenvector: 0.025382679		Information: 2.7715826		LAC: 1.6923077		Betweenness: 37268.445		Closeness: 0.0066456003		Network: 3.5952382		
127	YOR210W	Subgragh: 253790.17		Degree: 29.0		Eigenvector: 0.009312113		Information: 3.0985355		LAC: 8.965517		Betweenness: 31652.996		Closeness: 0.00662442		Network: 18.827858		
128	YER164W	Subgragh: 251932.97		Degree: 12.0		Eigenvector: 0.024930976		Information: 2.7300434		LAC: 2.8333333		Betweenness: 8719.974		Closeness: 0.006640994		Network: 3.5505052		
129	YML012W	Subgragh: 251067.97		Degree: 10.0		Eigenvector: 0.024510706		Information: 2.6297398		LAC: 1.6		Betweenness: 10586.099		Closeness: 0.0066435025		Network: 1.8194444		
130	YMR072W	Subgragh: 251031.72		Degree: 7.0		Eigenvector: 0.023525903		Information: 2.4135244		LAC: 2.857143		Betweenness: 480.8243		Closeness: 0.0066392617		Network: 3.3333333		
131	YBR080C	Subgragh: 248840.12		Degree: 3.0		Eigenvector: 0.03217097		Information: 1.8544708		LAC: 2.0		Betweenness: 0.0		Closeness: 0.006602625		Network: 3.0		
132	YDL005C	Subgragh: 247782.94		Degree: 13.0		Eigenvector: 0.009471612		Information: 2.7715826		LAC: 10.307693		Betweenness: 233.64017		Closeness: 0.00661786		Network: 11.166667		
133	YHR066W	Subgragh: 247506.6		Degree: 15.0		Eigenvector: 0.025921557		Information: 2.841882		LAC: 1.4666667		Betweenness: 41605.035		Closeness: 0.006640895		Network: 3.8952382		
134	YGR103W	Subgragh: 245117.25		Degree: 19.0		Eigenvector: 0.02550065		Information: 2.9464574		LAC: 1.0526316		Betweenness: 55910.49		Closeness: 0.006643189		Network: 2.2023692		
135	YBL054W	Subgragh: 244945.73		Degree: 3.0		Eigenvector: 0.03229462		Information: 1.8544708		LAC: 2.0		Betweenness: 0.0		Closeness: 0.0066155014		Network: 3.0		
136	YDL043C	Subgragh: 244272.53		Degree: 18.0		Eigenvector: 0.025111742		Information: 2.9237943		LAC: 2.8888888		Betweenness: 58954.31		Closeness: 0.0066456166		Network: 6.7316175		
137	YMR240C	Subgragh: 241199.3		Degree: 17.0		Eigenvector: 0.025189783		Information: 2.8990388		LAC: 3.1764705		Betweenness: 63401.453		Closeness: 0.006647534		Network: 7.2833333		
138	YJR010C-A	Subgragh: 237270.86		Degree: 32.0		Eigenvector: 0.022984676		Information: 3.1278868		LAC: 0.125		Betweenness: 83167.61		Closeness: 0.00664238		Network: 0.18010753		
139	YLR385C	Subgragh: 235516.16		Degree: 16.0		Eigenvector: 0.02217602		Information: 2.8718333		LAC: 5.625		Betweenness: 15598.265		Closeness: 0.006635092		Network: 7.7174244		
140	YHR052W	Subgragh: 234759.62		Degree: 9.0		Eigenvector: 0.025314087		Information: 2.56838		LAC: 1.1111112		Betweenness: 15166.772		Closeness: 0.006641126		Network: 1.25		
141	YAL019W	Subgragh: 234297.12		Degree: 7.0		Eigenvector: 0.032134652		Information: 2.4135244		LAC: 0.85714287		Betweenness: 11742.983		Closeness: 0.0066235834		Network: 1.0		
